"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"62997",7,5,5,13,7,8,8,6,17,14
"62998",4,5,2,4,5,3,3,2,7,6
"62999",2,8,1,2,9,4,5,8,3,13
"63000",5,1,4,3,2,6,1,3,12,4
"63001",2,8,1,2,9,4,5,8,3,13
"63002",6,5,3,7,6,7,4,5,14,9
"63003",6,5,3,7,6,7,4,5,14,9
"63004",5,4,3,3,4,2,1,6,8,12
"63005",5,1,2,2,4,1,3,3,9,11
"63006",3,3,4,1,3,3,2,4,11,7
"63007",2,8,1,2,9,4,5,8,3,13
"63008",2,4,1,1,5,1,0,5,2,7
"63009",1,1,1,2,1,2,1,1,2,4
"63010",0,2,0,0,2,1,1,3,1,4
"63011",4,6,2,7,6,6,2,17,13,21
"63012",7,5,5,14,6,9,8,5,18,13
"63013",2,7,1,2,8,4,4,7,3,11
"63014",2,3,2,4,1,3,2,1,5,3
"63015",1,0,1,2,1,2,1,2,6,4
"63016",7,4,7,9,5,11,1,3,12,6
"63017",5,1,7,6,1,5,2,3,12,4
"63018",11,7,7,18,5,13,4,6,33,14
"63019",6,5,3,7,2,6,5,2,13,5
"63020",2,2,2,1,1,2,0,2,5,4
"63021",5,2,3,7,2,7,3,4,12,9
"63022",3,8,5,11,5,6,3,9,16,13
"63023",3,4,2,3,4,4,3,4,5,7
"63024",10,4,7,11,2,8,2,2,15,4
"63025",4,7,1,3,3,2,0,1,10,8
"63026",11,4,7,9,1,5,2,4,20,9
"63027",4,4,2,6,2,5,4,3,9,6
"63028",3,3,1,3,1,7,1,2,10,4
"63029",6,3,2,7,2,5,5,3,12,6
"63030",1,1,1,3,0,5,2,0,7,2
"63031",3,1,3,4,1,1,0,2,5,1
"63032",2,3,1,1,2,2,1,1,3,8
"63033",7,3,3,6,0,10,2,2,17,8
"63034",3,6,0,7,3,2,1,3,10,4
"63035",3,1,2,3,1,3,2,3,6,6
"63036",1,0,2,1,0,2,0,0,5,0
"63037",4,6,3,5,2,4,1,5,6,9
"63038",0,3,1,0,3,0,2,3,0,4
"63039",1,0,0,2,1,2,2,2,2,1
"63040",2,3,2,3,3,4,3,7,7,5
"63041",3,5,2,4,3,2,2,4,5,6
"63042",2,1,3,1,1,2,2,0,3,3
"63043",1,1,1,2,3,3,1,2,5,7
"63044",3,2,3,2,1,2,1,1,3,2
"63045",11,8,6,7,5,5,6,6,15,11
"63046",12,7,13,10,4,8,5,5,25,7
"63047",2,2,3,4,1,3,1,1,5,3
"63048",2,1,2,2,0,2,0,0,6,2
"63049",1,2,2,3,2,3,2,2,7,3
"63050",3,0,3,2,0,3,0,1,3,2
"63051",2,2,3,4,1,4,4,1,10,5
"63052",3,2,5,2,1,3,4,0,5,3
"63053",3,4,3,5,4,6,3,4,8,6
"63054",4,5,1,4,2,5,3,3,9,3
"63055",3,6,3,3,4,3,4,4,6,6
"63056",6,3,4,5,4,4,3,3,10,4
"63057",1,1,2,2,1,2,0,1,4,2
"63058",5,9,4,7,4,9,7,5,10,8
"63059",1,0,0,0,0,0,1,0,1,0
"63060",4,2,4,2,2,3,1,1,4,3
"63061",2,1,1,2,0,4,0,0,6,0
"63062",2,1,2,2,1,2,2,2,4,4
"63063",3,4,4,2,0,4,1,2,5,2
"63064",9,2,8,9,2,9,2,5,19,6
"63065",7,3,4,7,1,7,2,4,11,4
"63066",2,5,3,3,8,3,4,7,7,11
"63067",3,1,2,3,0,1,1,1,4,4
"63068",3,2,1,3,0,4,1,0,8,4
"63069",3,3,4,4,1,3,0,2,7,2
"63070",2,1,2,2,1,2,1,0,2,2
"63071",3,3,3,4,2,3,1,2,6,5
"63072",0,0,0,1,0,1,1,1,4,1
"63073",2,5,3,3,8,3,4,7,7,11
"63074",0,5,0,2,2,1,1,1,2,5
"63075",4,1,3,3,3,5,1,2,7,6
"63076",0,3,1,0,3,0,2,3,0,4
"63077",3,5,3,6,4,6,3,7,10,7
"63078",3,1,4,2,1,2,2,0,4,3
"63079",1,1,1,2,3,3,1,2,5,7
"63080",11,8,6,7,5,5,5,6,16,11
"63081",2,1,2,2,1,2,0,1,6,3
"63082",4,5,1,4,2,5,3,3,9,3
"63083",3,6,3,3,4,3,4,4,6,6
"63084",6,3,4,5,4,4,3,3,10,4
"63085",4,2,4,3,2,4,1,1,5,3
"63086",11,9,6,7,6,5,6,7,16,12
"63087",2,1,1,3,0,4,0,0,6,0
"63088",1,0,0,2,1,2,2,2,2,1
"63089",4,3,2,5,1,5,2,0,9,5
"63090",3,3,4,4,1,3,0,2,7,2
"63091",2,5,3,3,8,3,4,7,7,11
"63092",2,5,1,3,4,4,4,4,5,4
"63093",5,6,1,5,3,5,1,4,12,8
"63094",5,5,5,4,5,4,1,4,9,7
"63095",4,6,2,3,4,2,4,3,6,5
"63096",5,5,4,5,4,3,6,3,8,6
"63097",1,1,0,0,1,3,2,4,5,2
"63098",3,1,1,4,1,5,1,1,7,4
"63099",3,1,1,2,4,2,1,3,5,6
"63100",4,2,2,2,2,3,2,1,4,2
"63101",2,3,1,0,4,1,2,3,2,6
"63102",1,3,0,2,2,2,1,2,6,2
"63103",1,2,0,0,2,0,2,2,1,3
"63104",0,3,1,1,5,1,3,5,2,6
"63105",2,0,2,0,0,2,0,0,3,1
"63106",4,3,2,3,4,3,4,1,7,4
"63107",0,3,0,1,4,2,2,2,3,7
"63108",3,1,2,3,1,5,2,4,7,3
"63109",1,1,0,3,1,3,4,1,3,3
"63110",0,3,0,3,3,2,1,3,2,3
"63111",1,1,1,1,2,2,1,4,5,2
"63112",3,2,2,1,3,2,1,4,4,4
"63113",1,1,0,2,1,2,0,2,3,3
"63114",2,4,4,0,2,1,2,1,5,3
"63115",0,3,2,1,1,6,1,0,9,1
"63116",4,6,3,1,7,5,3,7,7,11
"63117",0,2,0,0,3,2,4,2,2,4
"63118",3,4,4,2,4,4,1,3,9,10
"63119",0,1,0,2,3,2,0,1,3,5
"63120",3,4,4,8,4,8,3,4,12,8
"63121",0,1,0,1,1,1,1,1,2,1
"63122",3,5,1,6,5,5,1,5,8,10
"63123",1,3,1,0,3,2,0,4,2,5
"63124",5,7,5,6,13,9,5,8,16,20
"63125",5,5,4,7,2,4,2,2,10,2
"63126",0,2,0,1,4,1,1,7,1,8
"63127",0,4,1,2,5,1,1,5,1,7
"63128",7,2,7,10,1,3,2,2,13,4
"63129",5,1,1,7,1,4,1,4,10,4
"63130",1,2,2,3,1,2,1,2,5,2
"63131",5,8,2,6,6,2,2,6,8,7
"63132",1,0,3,0,0,1,0,1,3,0
"63133",4,3,7,6,1,6,1,3,11,6
"63134",7,0,4,6,0,3,1,0,9,1
"63135",1,0,1,1,0,2,0,1,3,1
"63136",1,5,0,1,6,3,1,4,3,10
"63137",1,5,1,3,4,4,5,5,5,6
"63138",2,1,0,1,2,2,0,1,3,2
"63139",0,1,1,2,3,4,2,4,3,6
"63140",3,2,2,4,3,5,1,3,6,5
"63141",4,3,3,4,2,2,0,3,7,11
"63142",1,5,0,2,4,1,1,3,2,8
"63143",3,3,1,2,4,3,5,4,5,8
"63144",3,4,1,6,4,5,3,5,7,6
"63145",0,6,0,3,8,3,4,6,2,12
"63146",3,2,4,3,7,7,1,5,10,10
"63147",2,7,0,2,5,4,1,6,3,11
"63148",4,3,3,4,2,2,0,3,7,10
"63149",3,5,2,3,6,2,2,5,4,9
"63150",2,7,0,2,5,4,1,6,3,11
"63151",3,2,1,3,4,2,1,3,3,4
"63152",0,1,0,0,1,0,1,1,0,1
"63153",2,5,2,5,5,3,4,4,6,6
"63154",2,8,1,2,5,2,1,7,4,11
"63155",1,2,0,1,6,1,2,6,3,10
"63156",2,3,2,3,2,4,2,2,5,5
"63157",0,3,0,1,3,0,0,3,2,7
"63158",0,2,0,0,1,1,0,1,1,3
"63159",2,5,2,5,5,3,4,4,6,6
"63160",0,2,0,1,1,1,1,1,1,4
"63161",4,4,3,4,5,3,2,3,6,7
"63162",3,0,2,2,1,3,1,0,7,2
"63163",1,7,0,2,8,0,3,7,3,13
"63164",2,1,2,2,1,3,0,1,6,3
"63165",5,5,2,6,5,6,1,2,7,10
"63166",0,2,0,1,1,2,0,0,3,1
"63167",3,7,1,3,5,3,5,4,7,6
"63168",1,3,1,1,1,2,1,1,2,3
"63169",1,1,2,0,1,1,1,1,2,3
"63170",1,2,0,1,3,2,3,3,3,7
"63171",3,1,1,2,0,4,1,0,9,1
"63172",3,0,2,2,0,3,0,2,4,2
"63173",2,0,1,1,0,1,0,0,3,2
"63174",4,2,3,3,4,3,2,4,7,5
"63175",1,1,2,0,1,1,1,1,2,3
"63176",2,2,1,1,3,1,1,4,2,5
"63177",3,4,3,2,5,2,2,4,4,5
"63178",2,2,3,2,2,4,0,1,5,6
"63179",1,3,1,1,2,1,2,3,2,5
"63180",0,6,0,3,8,3,4,6,2,12
"63181",3,3,3,2,4,5,1,3,5,8
"63182",1,2,0,2,3,0,1,2,0,7
"63183",3,5,0,4,0,5,0,1,5,3
"63184",1,2,1,0,2,3,2,3,1,5
"63185",2,0,0,2,1,1,1,1,2,3
"63186",0,2,0,1,1,1,1,1,1,4
"63187",1,5,1,1,4,2,5,3,4,6
"63188",2,1,1,4,2,1,0,2,7,2
"63189",3,4,3,2,5,2,2,4,4,5
"63190",0,0,0,1,3,2,0,0,1,4
"63191",3,2,1,3,4,2,1,3,3,4
"63192",2,3,2,2,2,2,1,3,4,6
"63193",1,2,0,1,6,1,2,6,3,10
"63194",0,6,1,4,15,3,5,11,4,16
"63195",1,2,0,0,2,2,0,1,2,2
"63196",0,0,1,3,0,3,0,0,3,2
"63197",0,1,0,0,1,0,0,2,0,5
"63198",2,7,0,2,5,4,1,6,3,11
"63199",5,6,4,7,5,4,3,4,8,15
"63200",5,6,5,7,5,5,3,4,8,15
"63201",3,3,2,3,3,3,3,3,4,6
"63202",2,3,2,2,2,2,1,3,4,6
"63203",3,2,4,3,7,7,1,5,10,10
"63204",1,1,0,2,2,2,0,4,4,4
"63205",0,2,0,1,1,1,1,1,1,4
"63206",0,3,0,1,2,4,3,2,6,7
"63207",1,2,2,2,1,3,2,3,5,5
"63208",2,6,1,3,4,2,4,4,4,8
"63209",1,3,1,1,2,0,1,2,4,4
"63210",1,4,1,2,2,3,0,3,2,3
"63211",2,2,2,2,0,2,0,1,6,2
"63212",2,3,0,0,4,0,1,4,2,4
"63213",1,4,2,1,3,3,3,2,7,6
"63214",1,4,0,3,3,4,2,3,5,10
"63215",3,3,4,2,7,4,4,5,8,10
"63216",1,2,0,2,0,5,3,1,10,7
"63217",2,8,1,5,4,5,1,2,4,6
"63218",4,3,2,5,2,2,1,2,9,5
"63219",3,3,3,6,4,3,4,4,5,4
"63220",2,4,1,2,3,1,0,4,3,4
"63221",5,6,3,7,7,6,2,5,10,9
"63222",5,2,4,6,2,5,2,2,10,4
"63223",5,8,3,3,6,4,5,4,7,10
"63224",3,2,1,2,5,3,2,5,4,6
"63225",0,0,0,0,1,1,0,2,2,3
"63226",1,2,0,5,2,2,1,2,4,4
"63227",1,4,0,5,3,2,4,2,6,5
"63228",5,3,2,5,2,2,2,1,7,3
"63229",3,6,3,4,2,4,3,2,6,8
"63230",1,2,3,3,3,4,1,4,9,5
"63231",3,2,4,5,1,4,2,2,6,2
"63232",3,2,1,4,2,5,0,5,8,7
"63233",3,4,1,6,1,6,3,1,6,4
"63234",1,3,1,3,3,3,2,3,7,5
"63235",2,0,1,1,0,2,0,0,5,0
"63236",3,4,3,5,1,2,1,1,6,1
"63237",2,5,3,4,4,4,5,6,4,8
"63238",4,3,3,4,2,5,4,3,7,5
"63239",1,0,0,1,0,0,1,0,1,0
"63240",2,1,2,3,0,3,0,0,3,1
"63241",0,3,0,0,2,3,2,2,3,2
"63242",3,4,3,2,2,4,1,3,5,3
"63243",2,0,1,2,3,2,1,1,4,4
"63244",3,0,1,2,1,1,0,0,3,3
"63245",2,1,1,3,2,2,2,1,6,4
"63246",1,0,0,1,0,0,1,0,1,0
"63247",0,1,0,1,0,0,0,0,0,0
"63248",2,3,5,3,3,4,2,2,7,5
"63249",2,4,1,3,4,2,2,3,5,8
"63250",3,2,0,5,3,1,2,3,7,7
"63251",5,0,5,5,2,4,1,1,8,5
"63252",0,3,0,0,1,1,1,4,1,3
"63253",3,1,2,6,0,3,1,2,7,1
"63254",3,1,2,3,2,1,4,2,5,2
"63255",3,5,1,5,3,4,1,5,8,5
"63256",2,5,1,5,2,4,2,1,8,6
"63257",1,6,3,7,4,4,4,3,6,6
"63258",2,0,1,5,0,3,0,1,7,3
"63259",2,3,2,4,3,4,0,6,10,7
"63260",0,3,0,3,3,1,2,3,1,3
"63261",8,4,3,7,1,6,2,4,9,7
"63262",0,4,0,2,0,1,1,3,2,4
"63263",0,1,0,1,0,2,0,0,1,2
"63264",0,4,0,2,3,3,0,0,1,4
"63265",0,1,1,2,5,3,3,1,3,5
"63266",1,5,0,3,3,2,2,2,3,3
"63267",0,3,0,1,2,1,1,1,1,2
"63268",1,3,0,0,5,0,1,1,1,6
"63269",1,0,3,2,1,3,1,2,8,2
"63270",3,1,4,2,3,4,2,4,5,5
"63271",4,3,2,4,5,4,5,3,3,8
"63272",2,2,1,1,2,2,1,1,3,3
"63273",3,3,2,1,1,4,1,2,6,5
"63274",1,1,1,2,3,3,1,3,3,4
"63275",5,3,3,5,3,3,1,3,5,5
"63276",1,4,2,1,3,3,1,4,4,3
"63277",2,8,2,5,3,4,4,4,7,7
"63278",5,2,4,6,2,6,1,2,8,3
"63279",3,0,2,0,0,1,0,1,3,2
"63280",2,3,3,2,3,4,2,3,8,5
"63281",9,4,5,9,8,10,5,5,11,10
"63282",3,2,2,2,4,2,1,3,5,4
"63283",4,2,3,4,1,8,3,2,9,2
"63284",3,2,4,4,3,5,2,2,8,5
"63285",2,3,1,4,5,3,3,5,4,11
"63286",2,4,2,2,3,2,2,3,4,5
"63287",5,5,4,4,2,4,3,5,7,7
"63288",4,3,0,2,2,1,2,3,6,5
"63289",3,2,1,4,1,3,3,3,6,3
"63290",3,6,4,4,5,6,3,5,6,11
"63291",3,6,3,4,5,4,4,8,4,9
"63292",3,1,1,4,4,2,3,2,4,5
"63293",4,6,2,9,5,11,4,8,11,9
"63294",2,3,2,3,5,4,2,2,6,8
"63295",1,3,0,1,3,0,1,4,2,9
"63296",1,3,1,1,5,1,0,3,1,7
"63297",3,4,2,4,6,6,3,3,9,6
"63298",2,4,2,2,4,2,1,2,3,5
"63299",4,6,4,6,6,5,3,5,9,11
"63300",2,3,1,1,2,3,3,2,7,8
"63301",3,3,2,2,4,3,1,3,10,9
"63302",1,2,1,2,2,4,1,1,7,4
"63303",2,1,2,2,1,1,0,0,2,1
"63304",2,4,0,2,4,5,1,3,5,8
"63305",5,2,3,3,4,5,1,5,9,6
"63306",4,3,4,3,3,5,2,1,6,3
"63307",1,2,1,1,2,1,2,2,3,6
"63308",2,1,4,2,2,1,1,1,3,4
"63309",3,5,6,2,9,4,3,6,7,11
"63310",1,2,1,1,2,1,2,2,3,5
"63311",2,2,2,5,3,2,2,1,2,4
"63312",5,3,3,2,5,1,4,4,7,8
"63313",3,7,1,5,4,5,4,4,4,7
"63314",1,1,1,1,2,1,1,1,1,4
"63315",3,4,5,3,5,4,4,5,6,6
"63316",2,3,3,2,2,3,2,1,6,5
"63317",3,7,1,1,12,1,3,8,2,13
"63318",2,5,3,4,7,3,4,6,4,11
"63319",4,3,3,7,5,6,2,5,10,9
"63320",5,4,2,3,7,4,2,4,7,8
"63321",1,10,1,6,7,5,4,7,7,9
"63322",6,4,4,5,5,8,4,4,14,7
"63323",5,5,6,4,5,6,4,7,10,8
"63324",16,4,6,11,3,5,5,2,19,11
"63325",0,4,1,0,3,1,2,3,3,6
"63326",7,7,8,8,6,6,2,9,11,13
"63327",4,14,6,7,18,3,6,14,10,25
"63328",2,4,1,0,6,2,2,7,4,7
"63329",2,0,1,2,0,1,1,0,3,0
"63330",11,4,8,10,2,9,6,3,16,4
"63331",4,4,2,9,6,5,1,7,13,14
"63332",2,7,3,1,6,2,5,7,8,13
"63333",2,9,2,4,8,4,3,6,3,18
"63334",3,3,2,8,4,3,0,8,7,11
"63335",13,8,7,10,6,9,10,8,20,13
"63336",10,1,13,9,3,9,5,2,20,7
"63337",5,6,3,6,3,3,4,3,7,6
"63338",3,1,2,3,1,2,2,1,8,4
"63339",2,1,2,2,2,5,2,1,6,5
"63340",3,5,1,2,4,3,1,4,4,6
"63341",4,7,2,3,7,1,6,5,9,9
"63342",12,7,5,13,5,5,6,5,20,13
"63343",6,4,4,9,2,9,2,3,20,3
"63344",6,2,4,6,2,5,1,2,9,7
"63345",3,5,0,2,2,3,3,5,3,6
"63346",12,6,5,17,4,12,4,8,18,10
"63347",3,1,1,3,2,6,0,2,7,5
"63348",1,1,0,4,0,4,2,1,8,2
"63349",4,2,4,4,1,4,0,3,8,6
"63350",5,2,6,4,1,4,0,3,12,5
"63351",7,5,4,7,4,8,3,9,19,13
"63352",13,6,9,13,5,12,7,6,27,8
"63353",4,3,5,5,4,4,4,4,11,8
"63354",2,2,1,3,3,3,1,4,6,6
"63355",5,4,2,6,3,6,1,6,8,13
"63356",4,6,2,6,6,7,3,3,10,12
"63357",3,4,1,5,0,3,0,1,6,3
"63358",8,6,7,7,7,9,5,6,18,8
"63359",7,3,6,6,5,5,3,5,19,11
"63360",19,7,16,12,2,11,5,5,27,8
"63361",5,3,3,4,4,4,2,4,7,5
"63362",8,5,6,7,3,4,3,5,11,4
"63363",8,5,5,6,4,8,3,9,20,13
"63364",5,2,1,5,2,3,3,2,8,4
"63365",4,4,6,2,3,2,3,4,7,7
"63366",12,1,9,10,0,10,5,1,18,4
"63367",2,7,1,4,7,5,4,4,7,12
"63368",8,1,9,5,3,10,2,5,15,9
"63369",19,7,16,12,2,11,5,5,27,8
"63370",2,5,3,3,2,2,2,3,8,4
"63371",3,14,5,6,18,3,6,14,9,24
"63372",4,7,2,6,8,3,1,9,9,13
"63373",4,3,3,3,2,5,2,3,11,7
"63374",8,5,8,5,4,7,3,6,12,13
"63375",3,5,1,2,5,4,1,6,7,10
"63376",8,5,7,6,4,6,4,2,13,10
"63377",5,4,2,6,4,4,3,10,9,7
"63378",1,3,1,3,1,4,2,1,6,3
"63379",11,8,5,13,11,8,4,11,21,17
"63380",9,5,5,11,7,11,5,3,16,10
"63381",5,2,3,3,4,3,4,4,11,5
"63382",9,3,12,4,2,7,1,2,19,3
"63383",6,6,2,5,7,4,4,4,9,9
"63384",6,4,3,7,3,7,2,6,9,13
"63385",7,13,6,9,11,5,7,12,14,21
"63386",9,3,12,4,2,7,1,2,19,3
"63387",3,5,1,2,5,4,1,6,7,10
"63388",6,5,6,5,5,3,6,3,13,9
"63389",7,3,6,6,5,5,3,5,19,11
"63390",9,4,9,6,3,11,5,3,19,8
"63391",11,4,6,5,5,9,4,5,13,8
"63392",5,1,5,1,4,2,2,3,7,9
"63393",10,6,3,9,4,3,1,7,15,8
"63394",11,6,6,13,8,9,2,14,19,16
"63395",10,9,11,13,9,13,6,11,24,17
"63396",1,6,0,2,7,1,3,6,2,10
"63397",9,3,12,4,2,7,2,2,19,3
"63398",5,4,2,6,4,5,1,4,11,7
"63399",8,6,7,7,3,6,2,6,15,11
"63400",7,3,11,5,3,9,2,4,18,6
"63401",1,5,1,3,5,5,5,4,5,9
"63402",1,5,1,3,5,5,5,4,5,9
"63403",1,5,2,3,7,2,1,2,3,10
"63404",1,3,0,2,2,1,3,0,1,4
"63405",1,4,1,1,9,0,2,5,5,10
"63406",0,3,0,0,4,0,0,3,1,6
"63407",0,3,0,2,8,2,3,4,3,11
"63408",1,10,3,2,11,3,1,12,4,20
"63409",1,7,2,2,9,4,4,6,3,10
"63410",0,3,1,1,4,1,0,2,1,5
"63411",2,6,2,2,10,2,3,6,1,12
"63412",2,3,3,4,7,4,1,10,4,16
"63413",2,3,0,1,7,1,3,4,2,8
"63414",0,0,0,0,2,0,0,0,0,2
"63415",3,3,1,2,5,2,4,2,3,8
"63416",1,3,0,1,0,1,1,0,3,0
"63417",0,2,0,1,2,1,0,2,0,4
"63418",0,0,0,0,2,0,2,0,0,3
"63419",2,2,3,2,3,3,0,2,6,4
"63420",3,0,3,5,1,3,0,1,5,3
"63421",3,7,2,6,4,5,1,3,6,4
"63422",4,2,1,5,4,3,0,4,6,7
"63423",2,5,2,4,7,5,4,6,8,7
"63424",1,3,0,3,3,1,1,3,2,4
"63425",1,2,2,1,2,2,1,0,3,3
"63426",5,4,1,4,3,3,1,2,7,4
"63427",0,3,0,1,2,1,2,0,1,2
"63428",3,0,0,1,1,0,1,0,3,2
"63429",1,3,2,3,4,2,2,1,2,4
"63430",2,3,0,6,3,6,2,4,7,11
"63431",2,4,1,2,4,3,2,3,4,7
"63432",11,6,7,10,5,5,1,10,13,14
"63433",2,3,1,2,4,2,2,1,1,5
"63434",3,3,0,6,4,1,3,3,6,6
"63435",1,4,2,0,5,3,3,3,1,6
"63436",2,5,3,5,5,4,2,6,5,9
"63437",0,3,1,1,4,1,0,2,1,5
"63438",3,0,2,3,0,4,1,1,5,3
"63439",3,7,2,6,4,5,1,4,6,5
"63440",3,3,1,5,3,4,4,1,4,5
"63441",0,2,0,1,2,1,0,2,3,6
"63442",2,1,1,2,3,1,0,1,2,6
"63443",2,0,0,2,1,4,1,1,7,3
"63444",3,3,1,1,5,1,4,3,1,8
"63445",2,5,1,4,5,3,3,4,3,6
"63446",1,1,1,2,0,2,1,1,5,2
"63447",0,6,0,4,8,2,1,4,3,12
"63448",0,3,0,1,2,1,2,0,1,4
"63449",3,4,4,4,4,5,2,3,5,8
"63450",2,3,2,2,5,2,1,4,2,5
"63451",3,6,3,8,12,6,3,11,8,15
"63452",1,1,1,0,1,0,1,1,2,1
"63453",3,5,2,5,6,5,3,4,4,8
"63454",1,1,0,1,4,2,1,2,3,4
"63455",3,7,5,4,5,2,2,6,9,6
"63456",3,1,1,2,3,3,0,2,6,7
"63457",2,3,2,3,3,2,0,2,2,5
"63458",2,5,1,3,7,2,2,7,3,9
"63459",0,2,0,0,3,4,2,1,5,4
"63460",1,1,1,2,4,4,1,2,3,6
"63461",6,2,5,3,3,6,3,0,9,3
"63462",1,2,1,1,3,1,1,2,1,4
"63463",1,1,1,1,3,2,1,2,2,3
"63464",1,1,1,0,2,1,1,1,2,2
"63465",1,0,0,1,1,1,0,1,1,1
"63466",2,2,3,2,3,3,0,2,6,4
"63467",2,3,2,1,7,4,0,6,4,10
"63468",3,3,2,3,5,5,1,4,7,7
"63469",1,2,1,1,3,2,1,4,2,5
"63470",0,2,0,0,2,2,0,1,1,3
"63471",1,2,1,1,2,2,1,1,1,3
"63472",2,3,1,2,2,3,2,3,3,4
"63473",2,3,1,1,3,4,1,2,6,6
"63474",2,3,2,1,7,4,0,6,4,10
"63475",2,5,3,5,5,4,2,6,5,9
"63476",5,4,1,3,4,3,2,2,6,6
"63477",2,3,0,4,8,2,2,5,3,10
"63478",0,2,0,1,2,1,0,2,3,6
"63479",1,3,1,1,1,1,2,0,1,1
"63480",4,3,3,4,2,4,1,3,6,4
"63481",2,2,1,5,3,6,3,2,7,9
"63482",3,2,1,1,7,2,2,4,4,10
"63483",2,4,1,2,4,3,2,3,4,7
"63484",2,1,1,2,2,2,2,1,4,3
"63485",2,1,1,4,1,4,2,0,4,3
"63486",3,0,0,1,1,0,1,0,3,2
"63487",2,2,0,2,2,3,1,1,3,6
"63488",2,2,1,3,2,1,1,1,2,3
"63489",4,5,5,5,7,4,3,4,8,11
"63490",7,2,2,5,5,7,0,3,8,6
"63491",1,5,1,4,5,6,1,4,6,9
"63492",6,6,2,6,5,6,4,5,11,6
"63493",2,1,1,3,1,2,0,0,3,2
"63494",3,3,1,5,3,4,4,1,4,5
"63495",1,0,1,2,0,3,1,0,4,2
"63496",1,4,0,3,6,0,3,7,1,8
"63497",4,2,3,5,2,6,1,1,7,2
"63498",4,2,0,1,4,3,1,3,6,4
"63499",1,2,1,2,4,4,1,1,5,5
"63500",3,2,1,1,7,2,2,4,4,10
"63501",6,2,2,5,2,3,1,1,8,5
"63502",1,6,1,2,4,3,1,4,4,7
"63503",1,2,1,2,2,4,1,2,5,5
"63504",1,0,0,3,2,3,0,2,4,4
"63505",2,3,3,2,2,6,1,0,10,4
"63506",0,1,0,1,0,0,0,0,0,2
"63507",2,6,1,5,6,5,4,4,6,9
"63508",4,5,2,6,5,4,2,7,11,11
"63509",0,3,1,0,3,1,1,6,2,10
"63510",2,3,2,6,3,4,5,2,8,6
"63511",1,3,1,0,4,1,2,4,2,9
"63512",3,1,2,4,0,4,1,1,7,1
"63513",5,8,3,8,7,5,4,9,9,13
"63514",1,2,1,4,5,4,4,3,10,7
"63515",4,2,3,6,2,6,4,3,10,3
"63516",4,5,4,2,4,2,1,4,11,6
"63517",1,5,1,1,8,1,5,6,1,9
"63518",4,1,3,5,3,5,3,1,8,6
"63519",0,7,0,2,4,1,4,6,2,8
"63520",1,3,0,1,2,1,1,1,1,5
"63521",1,5,2,2,7,2,5,3,2,8
"63522",4,6,4,7,6,4,2,7,11,9
"63523",4,2,3,6,2,6,4,3,10,3
"63524",3,5,2,5,2,6,3,2,7,6
"63525",1,2,1,2,2,2,0,3,3,7
"63526",1,3,2,0,5,0,3,3,2,5
"63527",2,0,1,3,3,2,1,2,3,4
"63528",1,1,1,4,0,4,1,0,4,3
"63529",7,7,4,6,14,5,3,9,10,16
"63530",2,3,1,4,1,4,1,3,5,4
"63531",1,4,2,3,3,4,2,4,6,9
"63532",1,3,1,3,5,2,4,3,3,6
"63533",2,5,0,2,4,1,2,5,2,7
"63534",1,5,2,1,6,2,4,6,2,8
"63535",2,1,1,1,4,2,1,2,2,7
"63536",1,3,0,2,4,4,1,1,2,10
"63537",4,6,3,6,6,7,5,5,9,9
"63538",1,2,1,3,2,1,1,1,2,3
"63539",5,6,4,6,7,4,6,6,6,9
"63540",12,2,2,6,3,4,4,7,14,5
"63541",2,3,2,2,3,2,0,1,4,4
"63542",1,9,0,3,7,1,4,8,2,12
"63543",1,2,1,1,3,1,1,3,4,6
"63544",3,2,2,2,4,3,1,4,5,6
"63545",6,6,5,4,9,6,2,10,8,14
"63546",3,3,3,3,4,6,4,6,10,8
"63547",1,3,2,1,3,0,0,7,2,10
"63548",3,1,4,4,0,3,0,3,10,2
"63549",3,1,4,4,0,3,0,3,10,2
"63550",3,2,2,1,7,2,2,5,3,7
"63551",4,5,2,2,4,1,3,4,5,6
"63552",1,1,1,5,0,5,0,3,7,3
"63553",1,1,0,0,1,2,1,0,3,2
"63554",1,1,1,1,1,2,2,1,4,3
"63555",1,2,2,2,0,1,1,1,2,3
"63556",0,2,0,0,2,2,3,3,3,3
"63557",2,4,7,7,7,6,3,6,11,11
"63558",1,4,0,3,4,2,3,2,3,6
"63559",3,3,2,3,4,4,4,4,7,4
"63560",0,4,1,2,6,3,4,5,3,8
"63561",0,4,0,0,7,1,2,8,2,9
"63562",4,5,2,5,3,4,2,3,5,5
"63563",3,1,3,3,2,6,2,4,7,2
"63564",4,5,2,7,4,4,2,1,6,4
"63565",1,5,0,1,5,0,3,5,1,10
"63566",3,5,0,1,7,1,0,7,8,9
"63567",2,2,1,3,2,4,1,2,5,3
"63568",3,5,3,2,8,2,5,6,3,11
"63569",1,2,2,3,3,4,1,3,7,4
"63570",1,3,2,1,3,1,0,4,4,5
"63571",2,3,1,3,5,3,2,3,6,6
"63572",3,2,2,2,3,1,2,2,5,3
"63573",1,5,1,3,6,1,4,4,2,7
"63574",1,5,2,3,5,2,1,3,6,7
"63575",4,5,3,3,4,5,3,5,7,7
"63576",1,2,1,2,2,2,0,1,2,2
"63577",0,4,0,2,5,0,0,5,2,5
